,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover in Lacs,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
0,ICICIBANK,EQ,03-Jan-2005,371.35,375.0,375.0,370.15,373.5,371.35,372.94,412258,1537.49,-,     186076,         45.14
1,ICICIBANK,EQ,04-Jan-2005,371.35,371.55,377.0,368.1,376.0,373.9,371.71,377665,1403.8,-,     149678,         39.63
2,ICICIBANK,EQ,05-Jan-2005,373.9,375.1,379.0,345.05,360.0,361.75,364.29,866607,3156.95,-,     355623,         41.04
3,ICICIBANK,EQ,06-Jan-2005,361.75,360.0,362.4,351.0,351.1,353.4,356.61,665493,2373.21,-,     180794,         27.17
4,ICICIBANK,EQ,07-Jan-2005,353.4,350.0,361.95,350.0,358.75,358.7,357.56,276307,987.96,-,      65106,         23.56
5,ICICIBANK,EQ,10-Jan-2005,358.7,360.0,361.9,346.3,348.0,348.9,354.87,335125,1189.27,-,     110368,         32.93
6,ICICIBANK,EQ,11-Jan-2005,348.9,349.8,354.0,342.1,351.9,350.75,349.84,398496,1394.12,-,     109257,         27.42
7,ICICIBANK,EQ,12-Jan-2005,350.75,350.0,354.0,340.6,348.05,345.1,345.83,400171,1383.93,-,     129483,         32.36
8,ICICIBANK,EQ,13-Jan-2005,345.1,350.0,356.9,347.2,355.8,354.05,352.67,406457,1433.44,-,     158402,         38.97
9,ICICIBANK,EQ,14-Jan-2005,354.05,358.9,358.9,347.65,352.0,351.15,352.99,522200,1843.32,-,     188668,         36.13
10,ICICIBANK,EQ,17-Jan-2005,351.15,359.8,359.8,347.05,353.6,352.1,351.25,811950,2851.96,-,     195735,         24.11
11,ICICIBANK,EQ,18-Jan-2005,352.1,355.0,356.85,348.65,352.0,351.0,352.28,460606,1622.64,-,     152906,         33.20
12,ICICIBANK,EQ,19-Jan-2005,351.0,355.0,358.8,350.25,351.2,351.6,353.88,350813,1241.47,-,      90473,         25.79
13,ICICIBANK,EQ,20-Jan-2005,351.6,351.0,353.0,325.2,345.1,346.2,344.88,400291,1380.53,-,     113887,         28.45
14,ICICIBANK,EQ,24-Jan-2005,346.2,350.0,351.0,336.1,336.1,338.55,340.91,441341,1504.58,-,     186800,         42.33
15,ICICIBANK,EQ,25-Jan-2005,338.55,339.0,346.7,330.0,346.0,343.55,337.05,572465,1929.5,-,     201459,         35.19
16,ICICIBANK,EQ,27-Jan-2005,343.55,346.95,346.95,335.6,339.0,337.5,340.49,1369491,4663.03,-,     817821,         59.72
17,ICICIBANK,EQ,28-Jan-2005,337.5,344.0,349.1,339.0,347.65,348.05,345.23,594041,2050.8,-,     270218,         45.49
18,ICICIBANK,EQ,31-Jan-2005,348.05,350.0,362.9,347.25,361.9,360.9,357.24,668268,2387.35,-,     189931,         28.42
19,ICICIBANK,EQ,01-Feb-2005,360.9,363.0,368.0,358.15,360.5,361.8,362.03,504522,1826.5,-,     143822,         28.51
20,ICICIBANK,EQ,02-Feb-2005,361.8,361.0,370.0,361.0,367.6,366.05,366.86,744279,2730.45,-,     248170,         33.34
21,ICICIBANK,EQ,03-Feb-2005,366.05,369.45,371.3,363.5,370.6,369.65,369.26,481859,1779.29,-,     180451,         37.45
22,ICICIBANK,EQ,04-Feb-2005,369.65,371.5,373.75,363.1,366.0,365.7,367.36,394267,1448.39,-,     148300,         37.61
23,ICICIBANK,EQ,07-Feb-2005,365.7,366.0,370.4,359.25,361.6,361.1,366.4,406703,1490.18,-,     185840,         45.69
24,ICICIBANK,EQ,08-Feb-2005,361.1,363.0,365.5,358.0,364.6,362.8,362.16,357318,1294.06,-,     111873,         31.31
25,ICICIBANK,EQ,09-Feb-2005,362.8,365.0,369.0,362.1,367.5,366.45,366.31,423118,1549.93,-,     166325,         39.31
26,ICICIBANK,EQ,10-Feb-2005,366.45,366.5,378.5,365.55,378.0,374.7,371.68,713821,2653.12,-,     307476,         43.07
27,ICICIBANK,EQ,11-Feb-2005,374.7,376.25,379.65,372.25,374.0,374.9,375.76,553033,2078.09,-,     212233,         38.38
28,ICICIBANK,EQ,14-Feb-2005,374.9,378.75,384.5,378.0,380.6,380.8,381.52,903158,3445.72,-,     444170,         49.18
29,ICICIBANK,EQ,15-Feb-2005,380.8,382.0,387.0,380.85,383.45,383.15,383.71,819304,3143.71,-,     373873,         45.63
30,ICICIBANK,EQ,16-Feb-2005,383.15,385.0,385.9,373.05,374.45,375.6,381.44,439229,1675.39,-,     175969,         40.06
31,ICICIBANK,EQ,17-Feb-2005,375.6,373.5,380.0,367.5,379.8,376.1,371.94,387173,1440.05,-,     128992,         33.32
32,ICICIBANK,EQ,18-Feb-2005,376.1,376.0,385.0,376.0,383.05,381.75,381.87,713639,2725.16,-,     254073,         35.60
33,ICICIBANK,EQ,21-Feb-2005,381.75,382.0,385.0,374.25,375.9,376.45,379.26,441759,1675.4,-,     138627,         31.38
34,ICICIBANK,EQ,22-Feb-2005,376.45,376.45,376.45,370.5,375.4,374.65,373.1,350026,1305.95,-,      73906,         21.11
35,ICICIBANK,EQ,23-Feb-2005,374.65,376.0,376.0,367.55,374.6,373.75,372.51,780813,2908.62,-,     395627,         50.67
36,ICICIBANK,EQ,24-Feb-2005,373.75,374.0,377.55,366.2,370.5,369.4,372.2,1844021,6863.36,-,    1109650,         60.18
37,ICICIBANK,IL,24-Feb-2005,338.8,391.5,391.5,391.5,0.0,391.5,391.5,2000000,7830.0,-,-,-
38,ICICIBANK,EQ,25-Feb-2005,369.4,374.0,378.0,367.05,368.5,367.65,370.52,408153,1512.28,-,     188295,         46.13
39,ICICIBANK,EQ,28-Feb-2005,367.65,374.0,383.35,365.25,383.35,380.9,375.29,655948,2461.71,-,     227810,         34.73
40,ICICIBANK,EQ,01-Mar-2005,380.9,381.5,382.0,369.05,373.9,372.25,373.57,388748,1452.23,-,     129620,         33.34
41,ICICIBANK,EQ,02-Mar-2005,372.25,375.0,396.9,372.6,390.1,389.5,387.26,1294533,5013.23,-,     437809,         33.82
42,ICICIBANK,EQ,03-Mar-2005,389.5,389.55,399.9,389.05,398.0,397.0,395.8,1466165,5803.13,-,     531877,         36.28
43,ICICIBANK,EQ,04-Mar-2005,397.0,399.0,403.5,393.1,399.0,397.7,398.23,1457508,5804.23,-,     550712,         37.78
44,ICICIBANK,EQ,07-Mar-2005,397.7,397.0,404.0,395.1,397.5,399.3,400.69,1009125,4043.46,-,     467274,         46.30
45,ICICIBANK,EQ,08-Mar-2005,399.3,401.75,402.6,397.0,399.45,398.95,400.18,1018258,4074.91,-,     598419,         58.77
46,ICICIBANK,EQ,09-Mar-2005,398.95,396.0,397.5,387.35,390.05,390.5,392.01,871307,3415.58,-,     555263,         63.73
47,ICICIBANK,EQ,10-Mar-2005,390.5,390.1,393.85,383.4,393.0,392.05,389.16,680682,2648.92,-,     264938,         38.92
48,ICICIBANK,EQ,11-Mar-2005,392.05,395.0,399.0,389.0,390.0,390.5,394.57,316353,1248.24,-,     106228,         33.58
49,ICICIBANK,EQ,14-Mar-2005,390.5,366.6,392.95,350.0,385.05,384.2,385.88,277936,1072.51,-,     108647,         39.09
50,ICICIBANK,EQ,15-Mar-2005,384.2,385.6,386.6,376.25,384.4,382.6,382.21,506479,1935.81,-,     283977,         56.07
51,ICICIBANK,EQ,16-Mar-2005,382.6,385.0,407.8,384.0,400.6,400.95,398.98,1801609,7188.04,-,     532220,         29.54
52,ICICIBANK,EQ,17-Mar-2005,400.95,400.0,405.0,397.0,400.35,401.4,401.9,821423,3301.29,-,     294993,         35.91
53,ICICIBANK,EQ,18-Mar-2005,401.4,402.8,417.8,395.45,413.5,413.05,406.9,1668279,6788.17,-,     355280,         21.30
54,ICICIBANK,EQ,21-Mar-2005,413.05,415.0,416.45,406.35,407.55,408.45,410.33,824889,3384.77,-,     277016,         33.58
55,ICICIBANK,EQ,22-Mar-2005,408.45,408.0,408.0,392.0,392.0,395.25,400.59,796657,3191.36,-,     307628,         38.61
56,ICICIBANK,EQ,23-Mar-2005,395.25,386.0,399.05,386.0,388.65,390.25,394.13,750942,2959.72,-,     248387,         33.08
57,ICICIBANK,EQ,24-Mar-2005,390.25,392.0,394.95,377.0,394.0,390.35,388.19,845473,3282.02,-,     266165,         31.48
58,ICICIBANK,EQ,28-Mar-2005,390.35,393.8,400.0,393.8,400.0,397.85,397.69,607462,2415.8,-,     309118,         50.89
59,ICICIBANK,EQ,29-Mar-2005,397.85,394.1,398.0,385.3,392.0,389.85,391.83,735935,2883.65,-,     349811,         47.53
60,ICICIBANK,EQ,30-Mar-2005,389.85,389.0,389.5,375.0,381.05,383.0,380.69,888187,3381.25,-,     411741,         46.36
61,ICICIBANK,EQ,31-Mar-2005,383.0,389.0,407.45,388.8,393.5,392.8,398.47,2460062,9802.67,-,    1176821,         47.84
62,ICICIBANK,EQ,01-Apr-2005,392.8,393.0,407.45,393.0,407.0,406.05,401.48,922987,3705.56,-,     228718,         24.78
63,ICICIBANK,EQ,04-Apr-2005,406.05,407.0,425.0,407.0,417.25,418.35,420.31,8085932,33985.78,-,    5809224,         71.84
64,ICICIBANK,EQ,05-Apr-2005,418.35,418.0,429.5,409.5,423.0,425.45,420.64,3072316,12923.33,-,    1416393,         46.10
65,ICICIBANK,EQ,06-Apr-2005,425.45,422.8,429.0,418.55,425.0,425.25,424.54,2812657,11940.76,-,    1672656,         59.47
66,ICICIBANK,EQ,07-Apr-2005,425.25,425.5,425.5,405.0,405.1,408.7,415.0,323295,1341.69,-,      73081,         22.61
67,ICICIBANK,EQ,08-Apr-2005,408.7,409.8,415.9,400.15,402.1,403.95,409.69,395580,1620.64,-,      63191,         15.97
68,ICICIBANK,EQ,11-Apr-2005,403.95,403.95,406.0,393.05,394.5,394.55,397.55,275328,1094.56,-,      96240,         34.95
69,ICICIBANK,EQ,12-Apr-2005,394.55,395.1,415.0,391.0,414.1,408.4,406.58,1352883,5500.59,-,     739226,         54.64
70,ICICIBANK,EQ,13-Apr-2005,408.4,412.0,415.85,409.25,412.0,412.0,411.75,583748,2403.58,-,     305595,         52.35
71,ICICIBANK,EQ,15-Apr-2005,412.0,410.0,410.0,383.55,403.0,403.1,400.09,784906,3140.35,-,     528300,         67.31
72,ICICIBANK,EQ,18-Apr-2005,403.1,395.0,395.0,385.0,386.0,386.8,388.86,421469,1638.94,-,     207702,         49.28
73,ICICIBANK,EQ,19-Apr-2005,386.8,395.0,404.0,380.75,386.1,383.8,390.03,348942,1360.99,-,      66439,         19.04
74,ICICIBANK,EQ,20-Apr-2005,383.8,385.0,392.9,374.15,380.0,378.3,381.57,625295,2385.91,-,     331500,         53.01
75,ICICIBANK,EQ,21-Apr-2005,378.3,375.0,386.0,366.5,383.0,383.45,375.0,439010,1646.27,-,      91816,         20.91
76,ICICIBANK,EQ,22-Apr-2005,383.45,387.0,399.0,382.55,397.15,396.45,389.64,608384,2370.48,-,     273419,         44.94
77,ICICIBANK,EQ,25-Apr-2005,396.45,394.8,411.05,390.15,410.0,408.1,401.43,539633,2166.27,-,     212442,         39.37
78,ICICIBANK,EQ,26-Apr-2005,408.1,405.0,407.0,400.0,404.35,404.7,403.76,336040,1356.81,-,     105037,         31.26
79,ICICIBANK,EQ,27-Apr-2005,404.7,390.15,401.0,381.1,383.0,383.9,388.95,525730,2044.81,-,     225149,         42.83
80,ICICIBANK,EQ,28-Apr-2005,383.9,387.0,387.0,368.0,380.0,379.15,377.47,1476387,5572.94,-,     701218,         47.50
81,ICICIBANK,EQ,29-Apr-2005,379.15,379.9,382.0,356.05,360.0,359.95,363.6,1085153,3945.59,-,     528376,         48.69
82,ICICIBANK,EQ,02-May-2005,359.95,368.0,373.95,357.55,360.45,360.35,362.67,716359,2597.99,-,     281888,         39.35
83,ICICIBANK,EQ,03-May-2005,360.35,366.45,368.9,360.2,360.6,362.45,365.43,436112,1593.7,-,     108964,         24.99
84,ICICIBANK,EQ,04-May-2005,362.45,364.0,369.0,363.0,367.5,367.3,366.6,344197,1261.84,-,     148580,         43.17
85,ICICIBANK,EQ,05-May-2005,367.3,372.5,380.25,372.5,377.0,376.7,378.01,688411,2602.28,-,     305795,         44.42
86,ICICIBANK,EQ,06-May-2005,376.7,377.0,386.0,375.0,377.0,377.7,380.94,1154756,4398.93,-,     423771,         36.70
87,ICICIBANK,EQ,09-May-2005,377.7,382.0,383.9,375.5,382.2,382.3,380.15,537413,2043.0,-,     255313,         47.51
88,ICICIBANK,EQ,10-May-2005,382.3,383.0,396.25,381.1,395.95,392.05,387.53,1083716,4199.77,-,     598729,         55.25
89,ICICIBANK,EQ,11-May-2005,392.05,391.25,394.95,384.0,393.5,393.2,389.13,451119,1755.45,-,     170407,         37.77
90,ICICIBANK,EQ,12-May-2005,393.2,391.4,394.8,388.15,392.5,391.7,391.98,304012,1191.65,-,      83547,         27.48
91,ICICIBANK,EQ,13-May-2005,391.7,395.0,395.0,385.25,392.0,392.2,389.95,318521,1242.06,-,     161090,         50.57
92,ICICIBANK,EQ,16-May-2005,392.2,394.0,400.0,392.1,399.05,398.1,395.58,244032,965.35,-,     108494,         44.46
93,ICICIBANK,EQ,17-May-2005,398.1,400.0,403.0,394.1,397.0,396.5,397.2,246796,980.27,-,      64963,         26.32
94,ICICIBANK,EQ,18-May-2005,396.5,394.95,394.95,389.0,391.6,390.65,391.57,251329,984.14,-,      96277,         38.31
95,ICICIBANK,EQ,19-May-2005,390.65,395.5,414.8,388.2,389.5,393.7,400.7,660177,2645.31,-,     123663,         18.73
96,ICICIBANK,EQ,20-May-2005,393.7,389.95,399.0,385.0,397.9,397.45,393.78,325285,1280.9,-,      79530,         24.45
97,ICICIBANK,EQ,23-May-2005,397.45,399.8,404.0,394.0,401.0,402.55,400.09,232440,929.97,-,      96287,         41.42
98,ICICIBANK,EQ,24-May-2005,402.55,400.0,402.0,394.3,399.5,399.3,397.9,297622,1184.23,-,     148598,         49.93
99,ICICIBANK,EQ,25-May-2005,399.3,397.1,399.0,394.5,397.0,397.4,397.19,312171,1239.92,-,     146607,         46.96
100,ICICIBANK,EQ,26-May-2005,397.4,409.8,409.8,393.0,396.5,400.0,397.43,694998,2762.11,-,     322133,         46.35
101,ICICIBANK,EQ,27-May-2005,400.0,400.0,402.0,397.0,399.1,399.05,398.91,283028,1129.03,-,     130797,         46.21
102,ICICIBANK,EQ,30-May-2005,399.05,399.95,399.95,386.3,387.0,389.7,391.54,184034,720.56,-,      57705,         31.36
103,ICICIBANK,EQ,31-May-2005,389.7,389.8,395.1,387.5,392.0,392.05,391.75,400583,1569.29,-,     191749,         47.87
104,ICICIBANK,EQ,01-Jun-2005,392.05,393.95,401.0,393.0,401.0,399.4,397.69,278070,1105.87,-,     119148,         42.85
105,ICICIBANK,EQ,02-Jun-2005,399.4,402.0,403.0,392.0,392.0,392.15,396.3,205633,814.93,-,      50784,         24.70
106,ICICIBANK,EQ,03-Jun-2005,392.15,392.5,396.0,391.0,393.25,393.0,393.53,135383,532.77,-,      36204,         26.74
107,ICICIBANK,EQ,04-Jun-2005,393.0,396.9,400.0,394.0,394.0,397.25,397.62,91113,362.28,-,      15913,         17.47
108,ICICIBANK,EQ,06-Jun-2005,397.25,397.5,402.0,392.0,394.05,393.7,398.12,200069,796.52,-,      77953,         38.96
109,ICICIBANK,EQ,07-Jun-2005,393.7,397.4,407.5,395.2,406.0,405.35,403.96,661032,2670.31,-,     316243,         47.84
110,ICICIBANK,EQ,08-Jun-2005,405.35,406.25,421.0,406.25,420.0,419.6,416.3,935737,3895.52,-,     418941,         44.77
111,ICICIBANK,EQ,09-Jun-2005,419.6,419.6,419.6,407.0,416.25,413.65,411.85,431003,1775.09,-,     138310,         32.09
112,ICICIBANK,EQ,10-Jun-2005,413.65,417.0,418.0,406.5,410.0,408.6,413.3,368553,1523.23,-,     137468,         37.30
113,ICICIBANK,EQ,13-Jun-2005,408.6,414.0,425.0,403.15,425.0,423.75,417.75,907982,3793.11,-,     452888,         49.88
114,ICICIBANK,EQ,14-Jun-2005,423.75,427.0,436.0,425.0,431.0,433.95,430.24,1257252,5409.25,-,     526399,         41.87
115,ICICIBANK,EQ,15-Jun-2005,433.95,434.0,437.5,425.4,432.25,433.45,432.3,902602,3901.95,-,     459389,         50.90
116,ICICIBANK,EQ,16-Jun-2005,433.45,429.5,430.95,415.0,418.55,417.05,421.48,508128,2141.66,-,     156997,         30.90
117,ICICIBANK,EQ,17-Jun-2005,417.05,423.9,428.0,414.55,417.0,416.0,420.31,518344,2178.65,-,     148486,         28.65
118,ICICIBANK,EQ,20-Jun-2005,416.0,420.0,422.9,402.6,405.0,405.15,411.22,797532,3279.6,-,     357559,         44.83
119,ICICIBANK,EQ,21-Jun-2005,405.15,408.0,419.9,405.5,418.9,418.2,413.25,458009,1892.74,-,     189700,         41.42
120,ICICIBANK,EQ,22-Jun-2005,418.2,420.0,424.5,415.3,420.0,420.7,420.49,627980,2640.59,-,     270126,         43.02
121,ICICIBANK,EQ,23-Jun-2005,420.7,421.0,421.5,402.15,418.8,418.4,415.44,507425,2108.04,-,     159015,         31.34
122,ICICIBANK,EQ,24-Jun-2005,418.4,417.7,421.5,412.05,417.5,418.35,417.35,307293,1282.5,-,     134847,         43.88
123,ICICIBANK,EQ,27-Jun-2005,418.35,418.0,420.95,414.05,420.0,417.75,417.35,538909,2249.11,-,     331177,         61.45
124,ICICIBANK,EQ,28-Jun-2005,417.75,428.0,428.0,414.25,415.0,417.85,419.91,568073,2385.41,-,     281766,         49.60
125,ICICIBANK,EQ,29-Jun-2005,417.85,422.0,422.0,414.55,415.05,416.95,416.91,517330,2156.78,-,     308825,         59.70
126,ICICIBANK,EQ,30-Jun-2005,416.95,419.95,427.95,414.0,422.0,425.75,423.11,862436,3649.07,-,     330266,         38.29
127,ICICIBANK,EQ,01-Jul-2005,425.75,427.0,429.25,419.2,419.55,421.25,424.57,431571,1832.33,-,     176625,         40.93
128,ICICIBANK,EQ,04-Jul-2005,421.25,424.0,431.45,421.0,430.6,429.25,425.93,589636,2511.46,-,     334418,         56.72
129,ICICIBANK,EQ,05-Jul-2005,429.25,430.0,436.5,425.05,430.9,432.05,432.43,721030,3117.93,-,     326178,         45.24
130,ICICIBANK,EQ,06-Jul-2005,432.05,432.8,438.7,430.25,431.0,431.95,434.01,612237,2657.14,-,     282139,         46.08
131,ICICIBANK,EQ,07-Jul-2005,431.95,433.5,434.0,417.0,419.45,422.0,428.31,382515,1638.34,-,     118157,         30.89
132,ICICIBANK,EQ,08-Jul-2005,422.0,424.05,428.0,419.05,420.0,424.25,424.32,299984,1272.88,-,     112558,         37.52
133,ICICIBANK,EQ,11-Jul-2005,424.25,427.35,454.9,427.35,454.0,452.35,446.98,1417609,6336.39,-,     639667,         45.12
134,ICICIBANK,EQ,12-Jul-2005,452.35,430.0,469.75,430.0,467.0,468.05,463.83,1757128,8150.15,-,     781375,         44.47
135,ICICIBANK,EQ,13-Jul-2005,468.05,467.9,467.9,455.0,465.0,463.8,462.1,782638,3616.58,-,     358229,         45.77
136,ICICIBANK,EQ,14-Jul-2005,463.8,459.0,460.0,444.0,444.0,446.0,450.72,404216,1821.87,-,     118504,         29.32
137,ICICIBANK,EQ,15-Jul-2005,446.0,425.55,444.0,425.55,442.5,441.3,439.65,342610,1506.3,-,     108511,         31.67
138,ICICIBANK,EQ,18-Jul-2005,441.3,444.0,448.8,442.0,442.5,443.65,445.31,312367,1391.0,-,     138810,         44.44
139,ICICIBANK,EQ,19-Jul-2005,443.65,446.0,447.6,430.0,440.5,440.7,442.26,204162,902.93,-,      74717,         36.60
140,ICICIBANK,EQ,20-Jul-2005,440.7,446.95,448.0,439.05,442.0,440.6,443.23,303829,1346.67,-,     165583,         54.50
141,ICICIBANK,EQ,21-Jul-2005,440.6,442.0,444.0,434.1,440.1,438.8,439.45,233136,1024.51,-,      79405,         34.06
142,ICICIBANK,EQ,22-Jul-2005,438.8,439.0,457.0,433.2,453.0,454.8,452.75,957882,4336.79,-,     579656,         60.51
143,ICICIBANK,EQ,25-Jul-2005,454.8,457.0,499.05,455.05,495.0,493.4,482.12,2719383,13110.75,-,    1266526,         46.57
144,ICICIBANK,EQ,26-Jul-2005,493.4,494.0,516.0,475.55,507.9,509.25,504.36,3125111,15761.9,-,     975257,         31.21
145,ICICIBANK,EQ,27-Jul-2005,509.25,490.55,539.7,490.55,532.25,528.2,516.33,2426455,12528.46,-,     723848,         29.83
146,ICICIBANK,IL,27-Jul-2005,391.5,515.0,517.0,515.0,0.0,517.0,516.07,1120000,5780.0,-,-,-
147,ICICIBANK,EQ,29-Jul-2005,528.2,523.0,554.9,512.0,532.6,534.45,542.92,3770867,20472.85,-,    1259912,         33.41
148,ICICIBANK,EQ,01-Aug-2005,534.45,532.5,549.9,525.0,535.8,538.4,534.01,1459516,7794.02,-,     194433,         13.32
149,ICICIBANK,EQ,02-Aug-2005,538.4,534.8,535.0,516.0,518.05,520.4,526.79,884456,4659.27,-,     213013,         24.08
150,ICICIBANK,EQ,03-Aug-2005,520.4,521.05,529.8,520.1,525.0,522.65,523.99,715912,3751.32,-,     145172,         20.28
151,ICICIBANK,EQ,04-Aug-2005,522.65,520.1,520.1,510.5,513.9,513.3,513.44,657430,3375.53,-,     244988,         37.26
152,ICICIBANK,EQ,05-Aug-2005,513.3,510.5,521.0,497.05,501.4,500.15,509.05,1071154,5452.66,-,     357424,         33.37
153,ICICIBANK,EQ,08-Aug-2005,500.15,505.0,507.9,475.0,479.0,478.1,491.13,1008123,4951.22,-,     420354,         41.70
154,ICICIBANK,EQ,09-Aug-2005,478.1,482.5,494.65,476.3,483.0,482.6,485.41,1153416,5598.74,-,     222505,         19.29
155,ICICIBANK,EQ,10-Aug-2005,482.6,489.7,495.0,488.2,493.95,494.05,492.22,567954,2795.57,-,     120317,         21.18
156,ICICIBANK,EQ,11-Aug-2005,494.05,495.0,516.8,495.0,505.0,506.95,505.31,1392947,7038.67,-,     449099,         32.24
157,ICICIBANK,EQ,12-Aug-2005,506.95,510.0,520.0,507.55,509.05,512.75,515.54,1505440,7761.15,-,     613578,         40.76
158,ICICIBANK,EQ,16-Aug-2005,512.75,514.25,514.25,499.1,505.0,504.75,504.49,418288,2110.2,-,     120424,         28.79
159,ICICIBANK,EQ,17-Aug-2005,504.75,504.75,509.5,490.05,505.0,503.9,503.65,659301,3320.58,-,     268822,         40.77
160,ICICIBANK,EQ,18-Aug-2005,503.9,509.0,512.0,502.0,509.7,507.6,506.97,464123,2352.98,-,     169963,         36.62
161,ICICIBANK,EQ,19-Aug-2005,507.6,508.0,509.0,495.0,496.25,498.2,502.15,396659,1991.82,-,     115840,         29.20
162,ICICIBANK,EQ,22-Aug-2005,498.2,509.7,509.7,487.05,488.0,491.55,496.78,260255,1292.91,-,      57834,         22.22
163,ICICIBANK,EQ,23-Aug-2005,491.55,496.85,496.85,477.0,483.0,480.45,484.82,313873,1521.71,-,      85784,         27.33
164,ICICIBANK,EQ,24-Aug-2005,480.45,478.0,494.95,470.0,492.0,488.25,479.62,613397,2942.0,-,     130728,         21.31
165,ICICIBANK,EQ,25-Aug-2005,488.25,492.0,494.95,476.3,483.95,484.5,482.41,713975,3444.28,-,      74736,         10.47
